portalName,URL
03a-02_iowadot,http://public.iowadot.opendata.arcgis.com/data.json
04a-01_marylandimap,http://data.imap.maryland.gov/data.json
04c-01_dc,http://opendata.dc.gov/data.json
04c-02_baltimore,http://gis-baltimore.opendata.arcgis.com/data.json
06a-01_michigan,http://gis-michigan.opendata.arcgis.com/data.json
07e-01_semcog,http://maps-semcog.opendata.arcgis.com/data.json
06c-01_datadrivendetroit,http://portal.datadrivendetroit.org/data.json
